hum_prot,hum_prot_name,study_name,bacterial_cluster,bacterial_gene_names,phylum,class,order,family,genus,species
P06239,{'LCK'},FengQ_2015,UniRef50_P0C0G6,['gap gapA plr M6_Spy0265' 'gapA1 gap gapA SACOL0838' nan],p__Firmicutes,c__Clostridia,o__Clostridiales,f__Ruminococcaceae,g__Ruminococcus,s__Ruminococcus_callidus
P06239,{'LCK'},FengQ_2015,UniRef50_P0C0G6,['gap gapA plr M6_Spy0265' 'gapA1 gap gapA SACOL0838' nan],p__Firmicutes,c__Clostridia,o__Clostridiales,f__Clostridiaceae,g__Clostridium,s__Clostridium_sp_CAG_632
P06239,{'LCK'},FengQ_2015,UniRef50_P0C0G6,['gap gapA plr M6_Spy0265' 'gapA1 gap gapA SACOL0838' nan],p__Firmicutes,c__Clostridia,o__Clostridiales,f__Ruminococcaceae,g__Ruminococcus,s__Ruminococcus_sp_CAG_488
P06239,{'LCK'},FengQ_2015,UniRef50_P0C0G6,['gap gapA plr M6_Spy0265' 'gapA1 gap gapA SACOL0838' nan],p__Firmicutes,c__Clostridia,o__Clostridiales,f__Ruminococcaceae,g__Ruminococcus,s__Ruminococcus_sp_CAG_330
P06239,{'LCK'},FengQ_2015,UniRef50_P0C0G6,['gap gapA plr M6_Spy0265' 'gapA1 gap gapA SACOL0838' nan],p__Firmicutes,c__Clostridia,o__Clostridiales,f__Ruminococcaceae,g__Ruminococcus,s__Ruminococcus_sp_CAG_563
P06239,{'LCK'},FengQ_2015,UniRef50_P0C0G6,['gap gapA plr M6_Spy0265' 'gapA1 gap gapA SACOL0838' nan],p__Firmicutes,c__Clostridia,o__Clostridiales,f__Ruminococcaceae,g__Ruminococcus,s__Ruminococcus_sp_CAG_579
P06239,{'LCK'},FengQ_2015,UniRef50_P0C0G6,['gap gapA plr M6_Spy0265' 'gapA1 gap gapA SACOL0838' nan],p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__Dorea,s__Dorea_formicigenerans
P06239,{'LCK'},FengQ_2015,UniRef50_P0C0G6,['gap gapA plr M6_Spy0265' 'gapA1 gap gapA SACOL0838' nan],p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__Dorea,s__Dorea_formicigenerans_CAG_28
P06239,{'LCK'},FengQ_2015,UniRef50_P0C0G6,['gap gapA plr M6_Spy0265' 'gapA1 gap gapA SACOL0838' nan],p__Firmicutes,c__Clostridia,o__Clostridiales,f__Clostridiales_unclassified,g__Clostridiales_unclassified,s__Bacteroides_pectinophilus
P06239,{'LCK'},FengQ_2015,UniRef50_P0C0G6,['gap gapA plr M6_Spy0265' 'gapA1 gap gapA SACOL0838' nan],p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__Dorea,s__Dorea_sp_CAG_317
P06239,{'LCK'},FengQ_2015,UniRef50_P0C0G6,['gap gapA plr M6_Spy0265' 'gapA1 gap gapA SACOL0838' nan],p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__Lachnoclostridium,s__Clostridium_scindens
P06239,{'LCK'},FengQ_2015,UniRef50_P0C0G6,['gap gapA plr M6_Spy0265' 'gapA1 gap gapA SACOL0838' nan],p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__Lachnoclostridium,s__Lachnoclostridium_sp_An131
P06239,{'LCK'},FengQ_2015,UniRef50_P0C0G6,['gap gapA plr M6_Spy0265' 'gapA1 gap gapA SACOL0838' nan],p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__Lachnoclostridium,s__Lachnoclostridium_sp_An138
P06239,{'LCK'},FengQ_2015,UniRef50_P0C0G6,['gap gapA plr M6_Spy0265' 'gapA1 gap gapA SACOL0838' nan],p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__Eisenbergiella,s__Eisenbergiella_massiliensis
P06239,{'LCK'},FengQ_2015,UniRef50_P0C0G6,['gap gapA plr M6_Spy0265' 'gapA1 gap gapA SACOL0838' nan],p__Firmicutes,c__Clostridia,o__Clostridiales,f__Clostridiaceae,g__Clostridium,s__Clostridium_sp_CAG_58
P06239,{'LCK'},FengQ_2015,UniRef50_P0C0G6,['gap gapA plr M6_Spy0265' 'gapA1 gap gapA SACOL0838' nan],p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__Eisenbergiella,s__Eisenbergiella_tayi
P06239,{'LCK'},FengQ_2015,UniRef50_P0C0G6,['gap gapA plr M6_Spy0265' 'gapA1 gap gapA SACOL0838' nan],p__Actinobacteria,c__Coriobacteriia,o__Coriobacteriales,f__Atopobiaceae,g__Olsenella,s__Olsenella_uli
P06239,{'LCK'},FengQ_2015,UniRef50_P0C0G6,['gap gapA plr M6_Spy0265' 'gapA1 gap gapA SACOL0838' nan],p__Actinobacteria,c__Coriobacteriia,o__Coriobacteriales,f__Atopobiaceae,g__Atopobium,s__Atopobium_parvulum
P06239,{'LCK'},FengQ_2015,UniRef50_P0C0G6,['gap gapA plr M6_Spy0265' 'gapA1 gap gapA SACOL0838' nan],p__Firmicutes,c__Erysipelotrichia,o__Erysipelotrichales,f__Erysipelotrichaceae,g__Massiliomicrobiota,s__Massiliomicrobiota_timonensis
P06239,{'LCK'},FengQ_2015,UniRef50_P0C0G6,['gap gapA plr M6_Spy0265' 'gapA1 gap gapA SACOL0838' nan],p__Firmicutes,c__Erysipelotrichia,o__Erysipelotrichales,f__Erysipelotrichaceae,g__Erysipelatoclostridium,s__Erysipelatoclostridium_ramosum
P06239,{'LCK'},FengQ_2015,UniRef50_P0C0G6,['gap gapA plr M6_Spy0265' 'gapA1 gap gapA SACOL0838' nan],p__Firmicutes,c__Erysipelotrichia,o__Erysipelotrichales,f__Erysipelotrichaceae,g__Coprobacillus,s__Coprobacillus_cateniformis
P06239,{'LCK'},FengQ_2015,UniRef50_P0C0G6,['gap gapA plr M6_Spy0265' 'gapA1 gap gapA SACOL0838' nan],p__Firmicutes,c__Clostridia,o__Clostridiales,f__Clostridiaceae,g__Clostridium,s__Clostridium_sp_CAG_510
P06239,{'LCK'},FengQ_2015,UniRef50_P0C0G6,['gap gapA plr M6_Spy0265' 'gapA1 gap gapA SACOL0838' nan],p__Firmicutes,c__Clostridia,o__Clostridiales,f__Eubacteriaceae,g__Eubacterium,s__Eubacterium_ramulus
P06239,{'LCK'},FengQ_2015,UniRef50_P0C0G6,['gap gapA plr M6_Spy0265' 'gapA1 gap gapA SACOL0838' nan],p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__Murimonas,s__Murimonas_intestini
P06239,{'LCK'},FengQ_2015,UniRef50_P0C0G6,['gap gapA plr M6_Spy0265' 'gapA1 gap gapA SACOL0838' nan],p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__Coprococcus,s__Coprococcus_catus
P06239,{'LCK'},FengQ_2015,UniRef50_P0C0G6,['gap gapA plr M6_Spy0265' 'gapA1 gap gapA SACOL0838' nan],p__Firmicutes,c__Clostridia,o__Clostridiales,f__Eubacteriaceae,g__Eubacterium,s__Eubacterium_ventriosum
P06239,{'LCK'},FengQ_2015,UniRef50_P0C0G6,['gap gapA plr M6_Spy0265' 'gapA1 gap gapA SACOL0838' nan],p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Streptococcaceae,g__Lactococcus,s__Lactococcus_lactis
P06239,{'LCK'},FengQ_2015,UniRef50_P0C0G6,['gap gapA plr M6_Spy0265' 'gapA1 gap gapA SACOL0838' nan],p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Streptococcaceae,g__Lactococcus,s__Lactococcus_petauri
P06239,{'LCK'},FengQ_2015,UniRef50_P0C0G6,['gap gapA plr M6_Spy0265' 'gapA1 gap gapA SACOL0838' nan],p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Streptococcaceae,g__Lactococcus,s__Lactococcus_garvieae
P06239,{'LCK'},FengQ_2015,UniRef50_P0C0G6,['gap gapA plr M6_Spy0265' 'gapA1 gap gapA SACOL0838' nan],p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Streptococcaceae,g__Lactococcus,s__Lactococcus_lactis
P06239,{'LCK'},FengQ_2015,UniRef50_P0C0G6,['gap gapA plr M6_Spy0265' 'gapA1 gap gapA SACOL0838' nan],p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__Lachnoclostridium,s__Clostridium_symbiosum
P06239,{'LCK'},FengQ_2015,UniRef50_P0C0G6,['gap gapA plr M6_Spy0265' 'gapA1 gap gapA SACOL0838' nan],p__Firmicutes,c__Clostridia,o__Clostridiales,f__Clostridiaceae,g__Clostridium,s__Clostridium_sp_CAG_413
P06239,{'LCK'},FengQ_2015,UniRef50_P0C0G6,['gap gapA plr M6_Spy0265' 'gapA1 gap gapA SACOL0838' nan],p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Prevotellaceae,g__Prevotella,s__Prevotella_denticola
P06239,{'LCK'},FengQ_2015,UniRef50_P0C0G6,['gap gapA plr M6_Spy0265' 'gapA1 gap gapA SACOL0838' nan],p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Prevotellaceae,g__Prevotella,s__Prevotella_oris
P06239,{'LCK'},FengQ_2015,UniRef50_P0C0G6,['gap gapA plr M6_Spy0265' 'gapA1 gap gapA SACOL0838' nan],p__Firmicutes,c__Clostridia,o__Clostridiales,f__Eubacteriaceae,g__Eubacterium,s__Eubacterium_sp_CAG_274
P06239,{'LCK'},FengQ_2015,UniRef50_P0C0G6,['gap gapA plr M6_Spy0265' 'gapA1 gap gapA SACOL0838' nan],p__Firmicutes,c__Clostridia,o__Clostridiales,f__Clostridiales_unclassified,g__Monoglobus,s__Monoglobus_pectinilyticus
P06239,{'LCK'},FengQ_2015,UniRef50_P0C0G6,['gap gapA plr M6_Spy0265' 'gapA1 gap gapA SACOL0838' nan],p__Firmicutes,c__Firmicutes_unclassified,o__Firmicutes_unclassified,f__Firmicutes_unclassified,g__Firmicutes_unclassified,s__Firmicutes_bacterium_CAG_94
P06239,{'LCK'},FengQ_2015,UniRef50_P0C0G6,['gap gapA plr M6_Spy0265' 'gapA1 gap gapA SACOL0838' nan],p__Spirochaetes,c__Spirochaetia,o__Spirochaetales,f__Spirochaetaceae,g__Treponema,s__Treponema_berlinense
P06239,{'LCK'},FengQ_2015,UniRef50_P0C0G6,['gap gapA plr M6_Spy0265' 'gapA1 gap gapA SACOL0838' nan],p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__Lachnoclostridium,s__Clostridium_clostridioforme
P06239,{'LCK'},FengQ_2015,UniRef50_P0C0G6,['gap gapA plr M6_Spy0265' 'gapA1 gap gapA SACOL0838' nan],p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__Dorea,s__Dorea_longicatena
P06239,{'LCK'},FengQ_2015,UniRef50_P0C0G6,['gap gapA plr M6_Spy0265' 'gapA1 gap gapA SACOL0838' nan],p__Firmicutes,c__Clostridia,o__Clostridiales,f__Clostridiaceae,g__Hungatella,s__Hungatella_hathewayi
P06239,{'LCK'},FengQ_2015,UniRef50_P0C0G6,['gap gapA plr M6_Spy0265' 'gapA1 gap gapA SACOL0838' nan],p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__Lachnoclostridium,s__Clostridium_saccharolyticum
P06239,{'LCK'},FengQ_2015,UniRef50_P0C0G6,['gap gapA plr M6_Spy0265' 'gapA1 gap gapA SACOL0838' nan],p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__Lachnoclostridium,s__Clostridium_lavalense
P06239,{'LCK'},FengQ_2015,UniRef50_P0C0G6,['gap gapA plr M6_Spy0265' 'gapA1 gap gapA SACOL0838' nan],p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__Lachnoclostridium,s__Clostridium_bolteae
P06239,{'LCK'},FengQ_2015,UniRef50_P0C0G6,['gap gapA plr M6_Spy0265' 'gapA1 gap gapA SACOL0838' nan],p__Firmicutes,c__Clostridia,o__Clostridiales,f__Clostridiales_unclassified,g__Clostridiales_unclassified,s__Clostridiales_bacterium_1_7_47FAA
P06239,{'LCK'},FengQ_2015,UniRef50_P0C0G6,['gap gapA plr M6_Spy0265' 'gapA1 gap gapA SACOL0838' nan],p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__Lachnoclostridium,s__Clostridium_asparagiforme
P06239,{'LCK'},FengQ_2015,UniRef50_P0C0G6,['gap gapA plr M6_Spy0265' 'gapA1 gap gapA SACOL0838' nan],p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__Lachnoclostridium,s__Clostridium_citroniae
P06239,{'LCK'},FengQ_2015,UniRef50_P0C0G6,['gap gapA plr M6_Spy0265' 'gapA1 gap gapA SACOL0838' nan],p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__Lachnoclostridium,s__Clostridium_aldenense
P06239,{'LCK'},FengQ_2015,UniRef50_P0C0G6,['gap gapA plr M6_Spy0265' 'gapA1 gap gapA SACOL0838' nan],p__Firmicutes,c__Clostridia,o__Clostridiales,f__Clostridiaceae,g__Clostridium,s__Clostridium_sp_chh4_2
P06239,{'LCK'},FengQ_2015,UniRef50_P0C0G6,['gap gapA plr M6_Spy0265' 'gapA1 gap gapA SACOL0838' nan],p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__Roseburia,s__Roseburia_sp_CAG_309
P06239,{'LCK'},FengQ_2015,UniRef50_P0C0G6,['gap gapA plr M6_Spy0265' 'gapA1 gap gapA SACOL0838' nan],p__Firmicutes,c__Clostridia,o__Clostridiales,f__Ruminococcaceae,g__Anaerofilum,s__Anaerofilum_sp_An201
P06239,{'LCK'},FengQ_2015,UniRef50_P0C0G6,['gap gapA plr M6_Spy0265' 'gapA1 gap gapA SACOL0838' nan],p__Firmicutes,c__Clostridia,o__Clostridiales,f__Ruminococcaceae,g__Ruthenibacterium,s__Ruthenibacterium_lactatiformans
P06239,{'LCK'},FengQ_2015,UniRef50_P0C0G6,['gap gapA plr M6_Spy0265' 'gapA1 gap gapA SACOL0838' nan],p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__Butyrivibrio,s__Butyrivibrio_sp_CAG_318
P06239,{'LCK'},FengQ_2015,UniRef50_P0C0G6,['gap gapA plr M6_Spy0265' 'gapA1 gap gapA SACOL0838' nan],p__Firmicutes,c__Firmicutes_unclassified,o__Firmicutes_unclassified,f__Firmicutes_unclassified,g__Firmicutes_unclassified,s__Firmicutes_bacterium_CAG_110
P06239,{'LCK'},FengQ_2015,UniRef50_P0C0G6,['gap gapA plr M6_Spy0265' 'gapA1 gap gapA SACOL0838' nan],p__Firmicutes,c__Clostridia,o__Clostridiales,f__Ruminococcaceae,g__Ruminococcus,s__Ruminococcus_sp_CAG_624
P06239,{'LCK'},FengQ_2015,UniRef50_P0C0G6,['gap gapA plr M6_Spy0265' 'gapA1 gap gapA SACOL0838' nan],p__Firmicutes,c__Clostridia,o__Clostridiales,f__Clostridiaceae,g__Clostridium,s__Clostridium_sp_CAG_964
P06239,{'LCK'},FengQ_2015,UniRef50_P0C0G6,['gap gapA plr M6_Spy0265' 'gapA1 gap gapA SACOL0838' nan],p__Firmicutes,c__Clostridia,o__Clostridiales,f__Clostridiaceae,g__Hungatella,s__Hungatella_hathewayi
P06239,{'LCK'},FengQ_2015,UniRef50_P0C0G6,['gap gapA plr M6_Spy0265' 'gapA1 gap gapA SACOL0838' nan],p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__Anaerostipes,s__Anaerostipes_caccae
P06239,{'LCK'},FengQ_2015,UniRef50_P0C0G6,['gap gapA plr M6_Spy0265' 'gapA1 gap gapA SACOL0838' nan],p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__Anaerostipes,s__Anaerostipes_sp_494a
P06239,{'LCK'},FengQ_2015,UniRef50_P0C0G6,['gap gapA plr M6_Spy0265' 'gapA1 gap gapA SACOL0838' nan],p__Firmicutes,c__Clostridia,o__Clostridiales,f__Eubacteriaceae,g__Eubacterium,s__Eubacterium_eligens
P06239,{'LCK'},FengQ_2015,UniRef50_P0C0G6,['gap gapA plr M6_Spy0265' 'gapA1 gap gapA SACOL0838' nan],p__Firmicutes,c__Clostridia,o__Clostridiales,f__Eubacteriaceae,g__Eubacterium,s__Eubacterium_eligens_CAG_72
P06239,{'LCK'},FengQ_2015,UniRef50_P0C0G6,['gap gapA plr M6_Spy0265' 'gapA1 gap gapA SACOL0838' nan],p__Firmicutes,c__Firmicutes_unclassified,o__Firmicutes_unclassified,f__Firmicutes_unclassified,g__Firmicutes_unclassified,s__Firmicutes_bacterium_CAG_534
P06239,{'LCK'},FengQ_2015,UniRef50_P0C0G6,['gap gapA plr M6_Spy0265' 'gapA1 gap gapA SACOL0838' nan],p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__Lachnospira,s__Lachnospira_pectinoschiza
P06239,{'LCK'},FengQ_2015,UniRef50_P0C0G6,['gap gapA plr M6_Spy0265' 'gapA1 gap gapA SACOL0838' nan],p__Firmicutes,c__Clostridia,o__Clostridiales,f__Ruminococcaceae,g__Ruminococcus,s__Ruminococcus_bromii
P06239,{'LCK'},FengQ_2015,UniRef50_P0C0G6,['gap gapA plr M6_Spy0265' 'gapA1 gap gapA SACOL0838' nan],p__Firmicutes,c__Firmicutes_unclassified,o__Firmicutes_unclassified,f__Firmicutes_unclassified,g__Firmicutes_unclassified,s__Firmicutes_bacterium_CAG_145
P06239,{'LCK'},FengQ_2015,UniRef50_P0C0G6,['gap gapA plr M6_Spy0265' 'gapA1 gap gapA SACOL0838' nan],p__Firmicutes,c__Clostridia,o__Clostridiales,f__Clostridiaceae,g__Clostridium,s__Clostridium_disporicum
P06239,{'LCK'},FengQ_2015,UniRef50_P0C0G6,['gap gapA plr M6_Spy0265' 'gapA1 gap gapA SACOL0838' nan],p__Firmicutes,c__Clostridia,o__Clostridiales,f__Clostridiaceae,g__Clostridium,s__Clostridium_celatum
P06239,{'LCK'},FengQ_2015,UniRef50_P0C0G6,['gap gapA plr M6_Spy0265' 'gapA1 gap gapA SACOL0838' nan],p__Firmicutes,c__Clostridia,o__Clostridiales,f__Clostridiaceae,g__Clostridium,s__Clostridium_ventriculi
P06239,{'LCK'},FengQ_2015,UniRef50_P0C0G6,['gap gapA plr M6_Spy0265' 'gapA1 gap gapA SACOL0838' nan],p__Firmicutes,c__Firmicutes_unclassified,o__Firmicutes_unclassified,f__Firmicutes_unclassified,g__Firmicutes_unclassified,s__Firmicutes_bacterium_CAG_170
P06239,{'LCK'},FengQ_2015,UniRef50_P0C0G6,['gap gapA plr M6_Spy0265' 'gapA1 gap gapA SACOL0838' nan],p__Firmicutes,c__Clostridia,o__Clostridiales,f__Eubacteriaceae,g__Eubacterium,s__Eubacterium_sp_CAG_38
P06239,{'LCK'},FengQ_2015,UniRef50_P0C0G6,['gap gapA plr M6_Spy0265' 'gapA1 gap gapA SACOL0838' nan],p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__Lachnospira,s__Lachnospira_pectinoschiza
P06239,{'LCK'},FengQ_2015,UniRef50_P0C0G6,['gap gapA plr M6_Spy0265' 'gapA1 gap gapA SACOL0838' nan],p__Firmicutes,c__Negativicutes,o__Selenomonadales,f__Selenomonadaceae,g__Megamonas,s__Megamonas_funiformis_CAG_377
P06239,{'LCK'},FengQ_2015,UniRef50_P0C0G6,['gap gapA plr M6_Spy0265' 'gapA1 gap gapA SACOL0838' nan],p__Firmicutes,c__Negativicutes,o__Selenomonadales,f__Selenomonadaceae,g__Megamonas,s__Megamonas_funiformis
P06239,{'LCK'},FengQ_2015,UniRef50_P0C0G6,['gap gapA plr M6_Spy0265' 'gapA1 gap gapA SACOL0838' nan],p__Firmicutes,c__Negativicutes,o__Selenomonadales,f__Selenomonadaceae,g__Megamonas,s__Megamonas_hypermegale
P06239,{'LCK'},FengQ_2015,UniRef50_P0C0G6,['gap gapA plr M6_Spy0265' 'gapA1 gap gapA SACOL0838' nan],p__Spirochaetes,c__Spirochaetia,o__Spirochaetales,f__Spirochaetaceae,g__Treponema,s__Treponema_porcinum
P06239,{'LCK'},FengQ_2015,UniRef50_P0C0G6,['gap gapA plr M6_Spy0265' 'gapA1 gap gapA SACOL0838' nan],p__Firmicutes,c__Clostridia,o__Clostridiales,f__Clostridiaceae,g__Clostridium,s__Clostridium_paraputrificum
P06239,{'LCK'},FengQ_2015,UniRef50_P0C0G6,['gap gapA plr M6_Spy0265' 'gapA1 gap gapA SACOL0838' nan],p__Firmicutes,c__Erysipelotrichia,o__Erysipelotrichales,f__Erysipelotrichaceae,g__Dielma,s__Dielma_fastidiosa
P06239,{'LCK'},FengQ_2015,UniRef50_P0C0G6,['gap gapA plr M6_Spy0265' 'gapA1 gap gapA SACOL0838' nan],p__Firmicutes,c__Erysipelotrichia,o__Erysipelotrichales,f__Erysipelotrichaceae,g__Erysipelatoclostridium,s__Clostridium_innocuum
P06239,{'LCK'},FengQ_2015,UniRef50_P0C0G6,['gap gapA plr M6_Spy0265' 'gapA1 gap gapA SACOL0838' nan],p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__Lachnoclostridium,s__Lachnoclostridium_sp_An14
P06239,{'LCK'},FengQ_2015,UniRef50_P0C0G6,['gap gapA plr M6_Spy0265' 'gapA1 gap gapA SACOL0838' nan],p__Firmicutes,c__Clostridia,o__Clostridiales,f__Eubacteriaceae,g__Anaerofustis,s__Anaerofustis_stercorihominis
P06239,{'LCK'},FengQ_2015,UniRef50_P0C0G6,['gap gapA plr M6_Spy0265' 'gapA1 gap gapA SACOL0838' nan],p__Firmicutes,c__Clostridia,o__Clostridiales,f__Ruminococcaceae,g__Anaeromassilibacillus,s__Anaeromassilibacillus_sp_An172
P06239,{'LCK'},FengQ_2015,UniRef50_P0C0G6,['gap gapA plr M6_Spy0265' 'gapA1 gap gapA SACOL0838' nan],p__Firmicutes,c__Erysipelotrichia,o__Erysipelotrichales,f__Erysipelotrichaceae,g__Holdemania,s__Holdemania_filiformis
P06239,{'LCK'},FengQ_2015,UniRef50_P0C0G6,['gap gapA plr M6_Spy0265' 'gapA1 gap gapA SACOL0838' nan],p__Fusobacteria,c__Fusobacteriia,o__Fusobacteriales,f__Fusobacteriaceae,g__Fusobacterium,s__Fusobacterium_naviforme
P06239,{'LCK'},FengQ_2015,UniRef50_P0C0G6,['gap gapA plr M6_Spy0265' 'gapA1 gap gapA SACOL0838' nan],p__Firmicutes,c__Firmicutes_unclassified,o__Firmicutes_unclassified,f__Firmicutes_unclassified,g__Firmicutes_unclassified,s__Firmicutes_bacterium_CAG_238
P06239,{'LCK'},FengQ_2015,UniRef50_P0C0G6,['gap gapA plr M6_Spy0265' 'gapA1 gap gapA SACOL0838' nan],p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Enterococcaceae,g__Enterococcus,s__Enterococcus_faecalis
P06239,{'LCK'},FengQ_2015,UniRef50_P0C0G6,['gap gapA plr M6_Spy0265' 'gapA1 gap gapA SACOL0838' nan],p__Firmicutes,c__Clostridia,o__Clostridiales,f__Clostridiales_Family_XIII_Incertae_Sedis,g__Mogibacterium,s__Mogibacterium_diversum
P06239,{'LCK'},FengQ_2015,UniRef50_P0C0G6,['gap gapA plr M6_Spy0265' 'gapA1 gap gapA SACOL0838' nan],p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Prevotellaceae,g__Prevotella,s__Prevotella_sp_CAG_520
P06239,{'LCK'},FengQ_2015,UniRef50_P0C0G6,['gap gapA plr M6_Spy0265' 'gapA1 gap gapA SACOL0838' nan],p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Prevotellaceae,g__Prevotella,s__Prevotella_stercorea_CAG_629
P06239,{'LCK'},FengQ_2015,UniRef50_P0C0G6,['gap gapA plr M6_Spy0265' 'gapA1 gap gapA SACOL0838' nan],p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Prevotellaceae,g__Prevotella,s__Prevotella_stercorea
P06239,{'LCK'},FengQ_2015,UniRef50_P0C0G6,['gap gapA plr M6_Spy0265' 'gapA1 gap gapA SACOL0838' nan],p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Prevotellaceae,g__Prevotella,s__Prevotella_sp_AM42_24
P06239,{'LCK'},FengQ_2015,UniRef50_P0C0G6,['gap gapA plr M6_Spy0265' 'gapA1 gap gapA SACOL0838' nan],p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__Roseburia,s__Roseburia_hominis
P06239,{'LCK'},FengQ_2015,UniRef50_P0C0G6,['gap gapA plr M6_Spy0265' 'gapA1 gap gapA SACOL0838' nan],p__Firmicutes,c__Erysipelotrichia,o__Erysipelotrichales,f__Erysipelotrichaceae,g__Catenibacterium,s__Catenibacterium_mitsuokai
P06239,{'LCK'},FengQ_2015,UniRef50_P0C0G6,['gap gapA plr M6_Spy0265' 'gapA1 gap gapA SACOL0838' nan],p__Firmicutes,c__Clostridia,o__Clostridiales,f__Ruminococcaceae,g__Ruminococcaceae_unclassified,s__Ruminococcaceae_bacterium_D5
P06239,{'LCK'},FengQ_2015,UniRef50_P0C0G6,['gap gapA plr M6_Spy0265' 'gapA1 gap gapA SACOL0838' nan],p__Firmicutes,c__Erysipelotrichia,o__Erysipelotrichales,f__Erysipelotrichaceae,g__Solobacterium,s__Solobacterium_moorei
P06239,{'LCK'},FengQ_2015,UniRef50_P0C0G6,['gap gapA plr M6_Spy0265' 'gapA1 gap gapA SACOL0838' nan],p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Streptococcaceae,g__Streptococcus,s__Streptococcus_agalactiae
P06239,{'LCK'},FengQ_2015,UniRef50_P0C0G6,['gap gapA plr M6_Spy0265' 'gapA1 gap gapA SACOL0838' nan],p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Streptococcaceae,g__Streptococcus,s__Streptococcus_agalactiae
P06239,{'LCK'},FengQ_2015,UniRef50_P0C0G6,['gap gapA plr M6_Spy0265' 'gapA1 gap gapA SACOL0838' nan],p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Aerococcaceae,g__Abiotrophia,s__Abiotrophia_defectiva
P06239,{'LCK'},FengQ_2015,UniRef50_P0C0G6,['gap gapA plr M6_Spy0265' 'gapA1 gap gapA SACOL0838' nan],p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Aerococcaceae,g__Abiotrophia,s__Abiotrophia_sp_HMSC24B09
P06239,{'LCK'},FengQ_2015,UniRef50_P0C0G6,['gap gapA plr M6_Spy0265' 'gapA1 gap gapA SACOL0838' nan],p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__Oribacterium,s__Oribacterium_parvum
P06239,{'LCK'},FengQ_2015,UniRef50_P0C0G6,['gap gapA plr M6_Spy0265' 'gapA1 gap gapA SACOL0838' nan],p__Firmicutes,c__Firmicutes_unclassified,o__Firmicutes_unclassified,f__Firmicutes_unclassified,g__Firmicutes_unclassified,s__Firmicutes_bacterium_CAG_791
P06239,{'LCK'},FengQ_2015,UniRef50_P0C0G6,['gap gapA plr M6_Spy0265' 'gapA1 gap gapA SACOL0838' nan],p__Firmicutes,c__Clostridia,o__Clostridiales,f__Eubacteriaceae,g__Eubacterium,s__Eubacterium_limosum
